epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.237302765250206,2.969304323196411,0.3484848439693451,2.5209062099456787,0.0010000000474974513
2,0.3915187418460846,2.340179443359375,0.4118967354297638,2.2188594341278076,0.0010000000474974513
3,0.45777860283851624,2.082495927810669,0.48709315061569214,2.0310513973236084,0.0010000000474974513
4,0.4858851134777069,1.9352837800979614,0.5162738561630249,1.9127283096313477,0.0010000000474974513
5,0.519292414188385,1.823678731918335,0.523007869720459,1.8385931253433228,0.0010000000474974513
6,0.5373520851135254,1.7261005640029907,0.5544332265853882,1.7582488059997559,0.0010000000474974513
7,0.5509738922119141,1.6675539016723633,0.5650954246520996,1.7210510969161987,0.0010000000474974513
8,0.5647189617156982,1.6133190393447876,0.5718293786048889,1.6672521829605103,0.0010000000474974513
9,0.5690951943397522,1.576878547668457,0.5847362279891968,1.6414238214492798,0.0010000000474974513
10,0.5785256624221802,1.5265216827392578,0.5780022740364075,1.641364574432373,0.0010000000474974513
11,0.5870315432548523,1.5058194398880005,0.5909090638160706,1.576870083808899,0.0010000000474974513
12,0.5956607460975647,1.4551911354064941,0.6111111044883728,1.582350492477417,0.0010000000474974513
13,0.5989274978637695,1.445280909538269,0.6144781112670898,1.537224292755127,0.0010000000474974513
14,0.6043515801429749,1.4144450426101685,0.6133557558059692,1.5369551181793213,0.0010000000474974513
15,0.6049063205718994,1.4042205810546875,0.5953984260559082,1.5388182401657104,0.0010000000474974513
16,0.6113781929016113,1.3875930309295654,0.6161616444587708,1.50545334815979,0.0010000000474974513
17,0.6206853985786438,1.3462902307510376,0.619528591632843,1.4894248247146606,0.0010000000474974513
18,0.6142135262489319,1.3580286502838135,0.6133557558059692,1.4730801582336426,0.0010000000474974513
19,0.6159393787384033,1.336411952972412,0.6094276309013367,1.5020495653152466,0.0010000000474974513
20,0.6198225021362305,1.3233941793441772,0.6212121248245239,1.4715371131896973,0.0010000000474974513
21,0.6253698468208313,1.3164640665054321,0.6240179538726807,1.4704310894012451,0.0010000000474974513
22,0.6296843886375427,1.310640573501587,0.627946138381958,1.4470622539520264,0.0010000000474974513
23,0.6337524652481079,1.2955199480056763,0.6251403093338013,1.4520916938781738,0.0010000000474974513
24,0.6283283829689026,1.2870317697525024,0.6290684342384338,1.4363183975219727,0.0010000000474974513
25,0.627095639705658,1.2804765701293945,0.6335577964782715,1.4097658395767212,0.0010000000474974513
26,0.6335059404373169,1.2780238389968872,0.6402918100357056,1.43296480178833,0.0010000000474974513
27,0.6322115659713745,1.2741175889968872,0.631313145160675,1.394832968711853,0.0010000000474974513
28,0.6355399489402771,1.255129337310791,0.6257014870643616,1.4438284635543823,0.0010000000474974513
29,0.6359714269638062,1.25428307056427,0.6363636255264282,1.4012641906738281,0.0010000000474974513
30,0.6535379886627197,1.2049897909164429,0.6408529877662659,1.3777462244033813,0.0005000000237487257
31,0.655818521976471,1.1926974058151245,0.6430976390838623,1.3886780738830566,0.0005000000237487257
32,0.6506410241127014,1.2036116123199463,0.650954008102417,1.380484938621521,0.0005000000237487257
33,0.6532914042472839,1.1844441890716553,0.6487092971801758,1.3811863660812378,0.0005000000237487257
34,0.6532297730445862,1.189207673072815,0.645903468132019,1.390136480331421,0.0005000000237487257
35,0.6519353985786438,1.1935142278671265,0.6402918100357056,1.3573944568634033,0.0005000000237487257
36,0.6577292680740356,1.173912525177002,0.6565656661987305,1.3515814542770386,0.0005000000237487257
37,0.656496524810791,1.186538815498352,0.6593714952468872,1.3541336059570312,0.0005000000237487257
38,0.6542776226997375,1.1782454252243042,0.6537598371505737,1.3602283000946045,0.0005000000237487257
39,0.6589620113372803,1.1796787977218628,0.6464646458625793,1.3743585348129272,0.0005000000237487257
40,0.6607494950294495,1.1611011028289795,0.6520763039588928,1.3501675128936768,0.0005000000237487257
