epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.24013806879520416,2.9681813716888428,0.3978675603866577,2.441627025604248,0.0010000000474974513
2,0.4064965546131134,2.274991512298584,0.4826038181781769,2.126147508621216,0.0010000000474974513
3,0.46055227518081665,2.0217843055725098,0.4994388222694397,1.961669921875,0.0010000000474974513
4,0.4862549304962158,1.8855886459350586,0.5224466919898987,1.85172700881958,0.0010000000474974513
5,0.5122658014297485,1.7942360639572144,0.5134680271148682,1.8464726209640503,0.0010000000474974513
6,0.5277366638183594,1.718428134918213,0.5544332265853882,1.7590779066085815,0.0010000000474974513
7,0.5359960794448853,1.6771165132522583,0.5690235495567322,1.681466817855835,0.0010000000474974513
8,0.5531927943229675,1.6223556995391846,0.558922529220581,1.6908091306686401,0.0010000000474974513
9,0.5580005049705505,1.5834345817565918,0.5656565427780151,1.673697590827942,0.0010000000474974513
10,0.5623767375946045,1.5602515935897827,0.5847362279891968,1.6425044536590576,0.0010000000474974513
11,0.5639176368713379,1.541048288345337,0.5768799185752869,1.6213523149490356,0.0010000000474974513
12,0.5649654865264893,1.5293371677398682,0.5628507137298584,1.6426759958267212,0.0010000000474974513
13,0.5743959546089172,1.4896658658981323,0.575196385383606,1.6000707149505615,0.0010000000474974513
14,0.5777859687805176,1.4908373355865479,0.5662177205085754,1.6244879961013794,0.0010000000474974513
15,0.5776627063751221,1.4752748012542725,0.6043770909309387,1.551892638206482,0.0010000000474974513
16,0.5737795829772949,1.4688726663589478,0.5970819592475891,1.5852655172348022,0.0010000000474974513
17,0.5833333134651184,1.4494541883468628,0.5982042551040649,1.5743831396102905,0.0010000000474974513
18,0.596030592918396,1.399718999862671,0.5965207815170288,1.5548720359802246,0.0005000000237487257
19,0.6007149815559387,1.3911833763122559,0.6083052754402161,1.5459331274032593,0.0005000000237487257
20,0.5995438694953918,1.3838729858398438,0.5942760705947876,1.52864670753479,0.0005000000237487257
21,0.6023792028427124,1.3673266172409058,0.619528591632843,1.5112340450286865,0.0005000000237487257
22,0.6033037304878235,1.3771241903305054,0.6127946376800537,1.5171083211898804,0.0005000000237487257
23,0.6105769276618958,1.3632032871246338,0.5987654328346252,1.5155855417251587,0.0005000000237487257
24,0.6000986099243164,1.379044771194458,0.601571261882782,1.5555346012115479,0.0005000000237487257
25,0.6094674468040466,1.345422625541687,0.6054994463920593,1.5294458866119385,0.0005000000237487257
26,0.6074950695037842,1.361587643623352,0.6127946376800537,1.4924029111862183,0.0005000000237487257
27,0.6075567007064819,1.3694403171539307,0.6032547950744629,1.5270309448242188,0.0005000000237487257
28,0.6100221872329712,1.3451957702636719,0.5993266105651855,1.528823971748352,0.0005000000237487257
29,0.6066938042640686,1.3497663736343384,0.6111111044883728,1.4837148189544678,0.0005000000237487257
30,0.6071252226829529,1.3438396453857422,0.604938268661499,1.5355242490768433,0.0005000000237487257
31,0.6145833134651184,1.3372275829315186,0.6262626051902771,1.4891737699508667,0.0005000000237487257
32,0.6084195971488953,1.3362685441970825,0.6111111044883728,1.5093472003936768,0.0005000000237487257
33,0.613042414188385,1.329478144645691,0.6071829199790955,1.5163218975067139,0.0005000000237487257
34,0.6100221872329712,1.339353322982788,0.6150392889976501,1.5170202255249023,0.0005000000237487257
