epoch,accuracy,loss,val_accuracy,val_loss
1,0.34701675176620483,2.9251229763031006,0.42480358481407166,2.6534860134124756
2,0.4194403290748596,2.573366641998291,0.4685746431350708,2.462275505065918
3,0.47694772481918335,2.372744083404541,0.5028058290481567,2.357239007949829
4,0.5257026553153992,2.2276337146759033,0.5353535413742065,2.2569894790649414
5,0.5489398241043091,2.1313092708587646,0.5712682604789734,2.1617648601531982
6,0.5753821730613708,2.054706335067749,0.5757575631141663,2.1416714191436768
7,0.5951676368713379,1.9893403053283691,0.5841751098632812,2.1066033840179443
8,0.6177884340286255,1.9273405075073242,0.6043770909309387,2.058457374572754
9,0.6248767375946045,1.8928179740905762,0.6212121248245239,2.0339131355285645
10,0.6411489248275757,1.8527954816818237,0.6234567761421204,2.014662504196167
11,0.6511341333389282,1.8220603466033936,0.6307519674301147,1.9700614213943481
12,0.6647559404373169,1.784077525138855,0.6273849606513977,1.9724026918411255
13,0.6751725673675537,1.7536784410476685,0.6386082768440247,1.9296739101409912
14,0.6827539205551147,1.727057695388794,0.6447811722755432,1.9119482040405273
15,0.6857741475105286,1.706523060798645,0.650954008102417,1.894483208656311
16,0.6982864737510681,1.688927173614502,0.6560044884681702,1.9005937576293945
17,0.699211061000824,1.6725857257843018,0.6520763039588928,1.8849797248840332
18,0.7156681418418884,1.6398760080337524,0.6661055088043213,1.8560250997543335
19,0.7191198468208313,1.6286859512329102,0.6649831533432007,1.8714491128921509
20,0.7203525900840759,1.6153119802474976,0.6734007000923157,1.8357930183410645
