epoch,accuracy,loss,val_accuracy,val_loss
1,0.318355530500412,2.6922149658203125,0.36026936769485474,2.5086512565612793
2,0.3476947844028473,2.4941585063934326,0.3877665400505066,2.3875081539154053
3,0.3747534453868866,2.355419158935547,0.40909090638160706,2.2381882667541504
4,0.4018121361732483,2.2220427989959717,0.4343434274196625,2.1322076320648193
5,0.42498767375946045,2.097635269165039,0.43322110176086426,2.091306447982788
6,0.44089004397392273,2.0267534255981445,0.46520763635635376,1.9976660013198853
7,0.462894469499588,1.9334852695465088,0.4820426404476166,1.9335919618606567
8,0.4765162765979767,1.860782504081726,0.4921436607837677,1.8766676187515259
9,0.49334320425987244,1.7796714305877686,0.5151515007019043,1.8001340627670288
10,0.5130670666694641,1.7191721200942993,0.526374876499176,1.7432414293289185
11,0.5141149163246155,1.6809700727462769,0.5246913433074951,1.7476757764816284
12,0.5338387489318848,1.621738076210022,0.54096519947052,1.7171710729599
13,0.5425912141799927,1.5776351690292358,0.5578002333641052,1.666313886642456
14,0.5525147914886475,1.5337151288986206,0.5583614110946655,1.615602731704712
15,0.5657667517662048,1.5063856840133667,0.5679012537002563,1.6152361631393433
16,0.5720537304878235,1.4701504707336426,0.5729517340660095,1.5991865396499634
17,0.5806213021278381,1.440793752670288,0.5645342469215393,1.5727465152740479
18,0.5880177617073059,1.4166827201843262,0.5808081030845642,1.566817283630371
19,0.5940581560134888,1.3843284845352173,0.58193039894104,1.5328196287155151
20,0.6063855886459351,1.3542389869689941,0.6038159132003784,1.4952328205108643
