epoch,accuracy,loss,val_accuracy,val_loss
1,0.2018614411354065,3.1682801246643066,0.3490460216999054,2.660233974456787
2,0.3656311631202698,2.4912970066070557,0.4147025942802429,2.3455464839935303
3,0.4310280978679657,2.2094621658325195,0.4691357910633087,2.1160871982574463
4,0.46918144822120667,2.045086145401001,0.4932659864425659,2.005906343460083
5,0.48798078298568726,1.9335646629333496,0.5,1.9619543552398682
6,0.5160872936248779,1.837424635887146,0.5359147191047668,1.8747971057891846
7,0.5280448794364929,1.784630537033081,0.563973069190979,1.7739744186401367
8,0.5375986099243164,1.7238879203796387,0.5780022740364075,1.7524973154067993
9,0.5497411489486694,1.681209921836853,0.5499438643455505,1.7367225885391235
10,0.5509122014045715,1.6495112180709839,0.5679012537002563,1.6948401927947998
11,0.5547337532043457,1.619444489479065,0.5746352672576904,1.6908142566680908
12,0.5646572709083557,1.578905701637268,0.5774410963058472,1.6628148555755615
13,0.5682322382926941,1.5574930906295776,0.5768799185752869,1.6482781171798706
14,0.5699580907821655,1.542781949043274,0.5852974057197571,1.6378268003463745
15,0.5753205418586731,1.52371346950531,0.5774410963058472,1.6327836513519287
16,0.5772312879562378,1.5071579217910767,0.5808081030845642,1.603747010231018
17,0.5829635262489319,1.504150152206421,0.5824915766716003,1.6317979097366333
18,0.5856755375862122,1.4722546339035034,0.5735129117965698,1.5968084335327148
19,0.5923939943313599,1.4626655578613281,0.6010100841522217,1.5864940881729126
20,0.5886341333389282,1.4485360383987427,0.6038159132003784,1.5705897808074951
