epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.33012819290161133,2.5620713233947754,0.4382716119289398,2.1182239055633545,9.999999747378752e-06
2,0.426590234041214,2.0634849071502686,0.5011223554611206,1.877226710319519,9.999999747378752e-06
3,0.49408283829689026,1.7881673574447632,0.5443322062492371,1.6638554334640503,9.999999747378752e-06
4,0.5393860936164856,1.6075857877731323,0.5611672401428223,1.5698004961013794,9.999999747378752e-06
5,0.5711292028427124,1.4870667457580566,0.5942760705947876,1.4779326915740967,9.999999747378752e-06
6,0.590976357460022,1.3858377933502197,0.6054994463920593,1.4413480758666992,9.999999747378752e-06
7,0.6205621361732483,1.304533839225769,0.6223344802856445,1.3847216367721558,9.999999747378752e-06
8,0.6362795829772949,1.2331256866455078,0.6335577964782715,1.3418421745300293,9.999999747378752e-06
9,0.6548323631286621,1.1786041259765625,0.6604938507080078,1.285695195198059,9.999999747378752e-06
10,0.6717209219932556,1.1253681182861328,0.654321014881134,1.2816976308822632,9.999999747378752e-06
11,0.6798570156097412,1.0830085277557373,0.6582491397857666,1.2577121257781982,9.999999747378752e-06
12,0.6838634014129639,1.0593162775039673,0.6711559891700745,1.2251932621002197,9.999999747378752e-06
13,0.6987179517745972,1.0198675394058228,0.6739618182182312,1.1976393461227417,9.999999747378752e-06
14,0.7035256624221802,0.986525297164917,0.6784511804580688,1.1828014850616455,9.999999747378752e-06
15,0.7096276879310608,0.9545795917510986,0.6857463717460632,1.1568031311035156,9.999999747378752e-06
16,0.7230646014213562,0.9291932582855225,0.6986532211303711,1.1414225101470947,9.999999747378752e-06
17,0.7268244624137878,0.9064521789550781,0.6930415034294128,1.1400177478790283,9.999999747378752e-06
18,0.7342209219932556,0.8816177248954773,0.6891133785247803,1.1481698751449585,9.999999747378752e-06
19,0.7390285730361938,0.859540581703186,0.6964085102081299,1.1191500425338745,9.999999747378752e-06
20,0.7490137815475464,0.8293787837028503,0.6986532211303711,1.1044983863830566,9.999999747378752e-06
