epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.34535256028175354,2.5053975582122803,0.42424243688583374,2.2170753479003906,9.999999747378752e-06
2,0.42979535460472107,2.0785772800445557,0.4921436607837677,1.9294490814208984,9.999999747378752e-06
3,0.4921104609966278,1.816320538520813,0.523007869720459,1.7368274927139282,9.999999747378752e-06
4,0.5344551205635071,1.6414374113082886,0.5538720488548279,1.671033263206482,9.999999747378752e-06
5,0.5642258524894714,1.5059330463409424,0.5712682604789734,1.610902190208435,9.999999747378752e-06
6,0.586846649646759,1.4190868139266968,0.5864197611808777,1.5567692518234253,9.999999747378752e-06
7,0.6044748425483704,1.3395195007324219,0.6099887490272522,1.4649027585983276,9.999999747378752e-06
8,0.6269723773002625,1.2743417024612427,0.6071829199790955,1.4282315969467163,9.999999747378752e-06
9,0.6424432992935181,1.2152613401412964,0.6111111044883728,1.4015965461730957,9.999999747378752e-06
10,0.6504561305046082,1.1712266206741333,0.6363636255264282,1.3245007991790771,9.999999747378752e-06
11,0.6624137163162231,1.1395797729492188,0.6352413296699524,1.3523228168487549,9.999999747378752e-06
12,0.6792406439781189,1.0804779529571533,0.6560044884681702,1.2979363203048706,9.999999747378752e-06
13,0.6839866638183594,1.0559749603271484,0.6554433107376099,1.2902379035949707,9.999999747378752e-06
14,0.6888560056686401,1.0327814817428589,0.6481481194496155,1.2810940742492676,9.999999747378752e-06
15,0.7027243375778198,0.9958664178848267,0.6644219756126404,1.2422165870666504,9.999999747378752e-06
16,0.71209317445755,0.971697211265564,0.6560044884681702,1.2423208951950073,9.999999747378752e-06
17,0.7103056907653809,0.9544137120246887,0.6661055088043213,1.2416476011276245,9.999999747378752e-06
18,0.7239274978637695,0.9224498271942139,0.6823793649673462,1.1963810920715332,9.999999747378752e-06
19,0.7255917191505432,0.9146117568016052,0.6717171669006348,1.1894582509994507,9.999999747378752e-06
20,0.7331730723381042,0.8753403425216675,0.6756453514099121,1.1760424375534058,9.999999747378752e-06
